MISSING_RATE,FRAC_SIG,N_SAMPLE,label,tp,fn,fp,tn,avg_mag_error,num_sign_error,n_sig,n_true,N_SIM,avg_mag_error_obs,fdr,tpr,fpr,ppv,f1
0,0.8,25,raw,1270,3130,40,960,1.8404057206277722,6,1310,4400,20100,197,0.030534351145038167,0.28863636363636364,0.04,0.9694656488549618,0.2224168126094571
0,0.8,50,bayes,1986,2414,29,971,1.0569046088108658,2,2015,4400,20100,200,0.014392059553349877,0.45136363636363636,0.029,0.9856079404466501,0.3095869056897896
0,0.8,50,bh,1588,2812,11,989,1.246528410934203,1,1599,4400,20100,200,0.0068792995622263915,0.3609090909090909,0.011,0.9931207004377736,0.2647107851308551
0,0.8,50,bon,685,3715,1,999,1.2556892867269815,0,686,4400,20100,200,0.0014577259475218659,0.15568181818181817,0.001,0.9985422740524781,0.13468344475029492
0,0.8,50,raw,2302,2098,48,952,1.3664548314653735,3,2350,4400,20100,200,0.020425531914893616,0.5231818181818182,0.048,0.9795744680851064,0.341037037037037
0,0.8,75,bayes,2572,1828,36,964,1.1217803452614312,2,2608,4400,20100,200,0.013803680981595092,0.5845454545454546,0.036,0.9861963190184049,0.3670091324200913
0,0.8,75,bh,2333,2067,22,978,1.254120525737853,0,2355,4400,20100,200,0.009341825902335456,0.5302272727272728,0.022,0.9906581740976645,0.3453737971872687
0,0.8,75,bon,1309,3091,2,998,1.2721213983318753,0,1311,4400,20100,200,0.0015255530129672007,0.2975,0.002,0.9984744469870328,0.22920679390649623
0,0.8,75,raw,2745,1655,48,952,1.3108460709539633,2,2793,4400,20100,200,0.017185821697099892,0.6238636363636364,0.048,0.9828141783029001,0.3816210204365355
0,0.8,100,bayes,2810,1590,27,973,1.016298125910763,2,2837,4400,20100,200,0.009517095523440254,0.6386363636363637,0.027,0.9904829044765597,0.3882824374740915
0,0.8,100,bh,2633,1767,19,981,1.1544280045375566,2,2652,4400,20100,200,0.007164404223227752,0.5984090909090909,0.019,0.9928355957767723,0.37336925694838347
0,0.8,100,bon,1652,2748,0,1000,1.1580805691015674,0,1652,4400,20100,200,0,0.37545454545454543,0,1,0.2729676140118969
0,0.8,100,raw,2947,1453,43,957,1.1525680292170979,2,2990,4400,20100,200,0.014381270903010033,0.6697727272727273,0.043,0.98561872909699,0.3987821380243573
0,0.8,150,bayes,3327,1073,46,954,1.0253399452801562,0,3373,4400,20100,200,0.013637711236288172,0.7561363636363636,0.046,0.9863622887637118,0.4280200694712466
0,0.8,150,bh,3217,1183,38,962,1.1187250786346008,0,3255,4400,20100,200,0.011674347158218126,0.7311363636363636,0.038,0.9883256528417819,0.4202482037883735
0,0.8,150,bon,2394,2006,2,998,1.1144724363210554,0,2396,4400,20100,200,8.347245409015025e-4,0.5440909090909091,0.002,0.9991652754590985,0.3522660388463802
0,0.8,150,raw,3378,1022,53,947,1.1162456545198087,0,3431,4400,20100,200,0.015447391431069659,0.7677272727272727,0.053,0.9845526085689303,0.43136253352062315
